,raw_words,task,quadruples
13226,"It 's a perfectly adequate Wendy's .. that is to say that the staff is friendly , the place is clean and the food is in line with expectations .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 15, 'to': 16, 'term': ['friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 18, 'to': 19, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 20, 'to': 21, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': [""Wendy's""]}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 5, 'term': ['perfectly', 'adequate']}, 'sentiment': 'POS'}]"
13227,I LOVE the baklava .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['baklava']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['LOVE']}, 'sentiment': 'POS'}]"
13228,Was it worth the gas and time for TWO slices of pizza and one of which being incorrectly prepared ?,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 18, 'term': ['incorrectly']}, 'sentiment': 'NEG'}]"
13229,"Truth be told though , everything at Myers Chang is available at a lower price at any of the many Chinese restaurants in town ( just ask them to use less oil , I 'm sure they 'd comply ) and they would do just as good of a job making it .",ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['Myers', 'Chang']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 13, 'to': 14, 'term': ['lower']}, 'sentiment': 'NEG'}, {'aspect': {'from': 7, 'to': 9, 'term': ['Myers', 'Chang']}, 'category': 'Restaurant#General', 'opinion': {'from': 46, 'to': 47, 'term': ['good']}, 'sentiment': 'POS'}]"
13230,"The apps at other tables looked great , but we were n't hungry enough to try those , too .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apps']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['great']}, 'sentiment': 'POS'}]"
13231,They have a nice diverse menu too .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['menu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 3, 'to': 5, 'term': ['nice', 'diverse']}, 'sentiment': 'POS'}]"
13232,Turns out this place has been featured on triple D.The service was excellent .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 12, 'to': 13, 'term': ['excellent']}, 'sentiment': 'POS'}]"
13233,"Cant complain about five guys.. A friend of mine introduced me to five guys burgers three years ago.. Wow , they truly do a great burger .. I like that they are freshly made.. You can choose your own toppings when you order.. Ca n't get better than that..",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 30, 'to': 31, 'term': ['they']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['burger']}, 'category': 'Food#Quality', 'opinion': {'from': 24, 'to': 25, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 44, 'to': 45, 'term': [""n't""]}, 'sentiment': 'POS'}, {'aspect': {'from': 28, 'to': 29, 'term': ['like']}, 'category': 'Food#Quality', 'opinion': {'from': 26, 'to': 27, 'term': ['..']}, 'sentiment': 'POS'}]"
13234,I went over there around 8 on Friday and it was packed .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13235,"Best thing about the place is the beer , tater tots and music !",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['beer']}, 'category': 'Drinks#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Best']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 11, 'term': ['tater', 'tots']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Best']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['music']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Best']}, 'sentiment': 'POS'}]"
13236,"And , we smelled like grease for an hour after we left !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13237,"Also , very expensive .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'expensive']}, 'sentiment': 'NEG'}]"
13238,"The husband and wife that run the place do not have a freezer in the small kitchen , so everything is made fresh and true to the ways of traditional viet street food .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 22, 'to': 23, 'term': ['fresh']}, 'sentiment': 'POS'}]"
13239,Great atmosphere and decorations ( the Donkey Kong bar backdrop is the bomb ) .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['atmosphere']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['decorations']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
13240,five stars no doubt .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13241,For the quality of wings you are literally stealing from this place .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['wings']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['quality']}, 'sentiment': 'POS'}]"
13242,"LThai is the best at utilizing fresh ingredients , healthy choices , and taste to create dishes that are not only satisfying , but delicious and healthy .",ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['choices']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['healthy']}, 'sentiment': 'POS'}, {'aspect': {'from': 16, 'to': 17, 'term': ['dishes']}, 'category': 'Food#Quality', 'opinion': {'from': 24, 'to': 25, 'term': ['delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 16, 'to': 17, 'term': ['dishes']}, 'category': 'Food#Quality', 'opinion': {'from': 26, 'to': 27, 'term': ['healthy']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['taste']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['healthy']}, 'sentiment': 'POS'}, {'aspect': {'from': 16, 'to': 17, 'term': ['dishes']}, 'category': 'Food#Quality', 'opinion': {'from': 21, 'to': 22, 'term': ['satisfying']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['ingredients']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['fresh']}, 'sentiment': 'POS'}]"
13243,Great food and the lounge is a fabulous 60s vegas throwback .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['lounge']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13244,The farmer 's pan omelette is delicious .,ACOS,"[{'aspect': {'from': 1, 'to': 5, 'term': ['farmer', ""'s"", 'pan', 'omelette']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13245,"Once we got the hang of it , dinner went smoothly .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['dinner']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['smoothly']}, 'sentiment': 'POS'}]"
13246,The pizzas are basic and always tasty .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['pizzas']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['tasty']}, 'sentiment': 'POS'}]"
13247,Good place to people watch too,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
13248,I love the cupcakes ! !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['cupcakes']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
13249,"Everytime we are figuring out where to go in Boston HONG KONG always gets us , we scream $ 1 chicken man '' ok it sounds crazy but im sorry !",ACOS,"[{'aspect': {'from': 18, 'to': 22, 'term': ['$', '1', 'chicken', 'man']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 12, 'term': ['HONG', 'KONG']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13250,"The corned beef hash had a nice layer of crisp from the griddle and tasted divine.I would recommend getting here early , or with time to spare .",ACOS,"[{'aspect': {'from': 1, 'to': 4, 'term': ['corned', 'beef', 'hash']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 16, 'term': ['divine.I']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['crisp']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['nice']}, 'sentiment': 'POS'}]"
13251,The queso flameado was gross .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['queso', 'flameado']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['gross']}, 'sentiment': 'NEG'}]"
13252,"There was one whole one in the bag , but when I cut into it , it wasnt cooked and the batter was still raw .",ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['batter']}, 'category': 'Food#Quality', 'opinion': {'from': 23, 'to': 25, 'term': ['still', 'raw']}, 'sentiment': 'NEG'}]"
13253,"Delicious , Delicious , Delicious ; you can not get enough HatCreek in my opinion .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['HatCreek']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['Delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['HatCreek']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['HatCreek']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['Delicious']}, 'sentiment': 'POS'}]"
13254,Dont let the signage or interior throw you off ... this is some seriously good pizza .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['interior']}, 'category': 'Ambience#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['signage']}, 'category': 'Ambience#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 15, 'to': 16, 'term': ['pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 15, 'term': ['seriously', 'good']}, 'sentiment': 'POS'}]"
13255,"First of all , I didnt know that a salt shop was a thing , but I 'm glad it is , because in addition to being very educational , The Meadow also makes weird salts available that you 're never going to be able to find elsewhere.I went with a friend for the chocolate selection , which is amazing .",ACOS,"[{'aspect': {'from': 54, 'to': 56, 'term': ['chocolate', 'selection']}, 'category': 'Food#Style_Options', 'opinion': {'from': 59, 'to': 60, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 11, 'term': ['salt', 'shop']}, 'category': 'Restaurant#General', 'opinion': {'from': 18, 'to': 19, 'term': ['glad']}, 'sentiment': 'POS'}]"
13256,PS Their eggs look so perfect ! !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['eggs']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'perfect']}, 'sentiment': 'POS'}]"
13257,"Like they say , Best ingredients makes the best sushi !",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['ingredients']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['Best']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['sushi']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['best']}, 'sentiment': 'POS'}]"
13258,When I think of the phrase 5 star restaurant '' from now on I will think of A Land Remembered .,ACOS,"[{'aspect': {'from': 17, 'to': 20, 'term': ['A', 'Land', 'Remembered']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13259,Ended up being majorly disappointed .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 5, 'term': ['majorly', 'disappointed']}, 'sentiment': 'NEG'}]"
13260,I 'm kicking myself for not being here sooner !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['kicking']}, 'sentiment': 'POS'}]"
13261,I don't mind when people make mistakes but I didn't think he handled it very well .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
13262,I got the Lyonnaise which was savory goodness and the Ol lady got lemon blueberry almond crunch and it was the shizzle ! Say what ?,ACOS,"[{'aspect': {'from': 13, 'to': 17, 'term': ['lemon', 'blueberry', 'almond', 'crunch']}, 'category': 'Food#Quality', 'opinion': {'from': 21, 'to': 22, 'term': ['shizzle']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['Lyonnaise']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['goodness']}, 'sentiment': 'POS'}]"
13263,"Make sure to take the trolly to Doyle 's Pub afterwards , its a blast and you get a free souvenir cup !",ACOS,"[{'aspect': {'from': 7, 'to': 10, 'term': ['Doyle', ""'s"", 'Pub']}, 'category': 'Restaurant#General', 'opinion': {'from': 14, 'to': 15, 'term': ['blast']}, 'sentiment': 'POS'}]"
13264,The french fries were funky as well .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['french', 'fries']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['funky']}, 'sentiment': 'POS'}]"
13265,I do n't mind paying the little extra because the food is always fresh .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 14, 'term': ['always', 'fresh']}, 'sentiment': 'POS'}]"
13266,Fin 's ( in Boston ) is the definition of average .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Fin', ""'s""]}, 'category': 'Restaurant#General', 'opinion': {'from': 10, 'to': 11, 'term': ['average']}, 'sentiment': 'NEU'}]"
13267,The decor and ambiance are so unique .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['ambiance']}, 'category': 'Ambience#General', 'opinion': {'from': 5, 'to': 7, 'term': ['so', 'unique']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['decor']}, 'category': 'Ambience#General', 'opinion': {'from': 5, 'to': 7, 'term': ['so', 'unique']}, 'sentiment': 'POS'}]"
13268,Will definitely visit again !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13269,The most recent party here I attended a couple weeks ago was great .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 12, 'to': 13, 'term': ['great']}, 'sentiment': 'POS'}]"
13270,"! Starting with a month old tuna , not appetizing at allAnd finishing up with undercooked chicken !",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['tuna']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 10, 'term': ['not', 'appetizing']}, 'sentiment': 'NEG'}, {'aspect': {'from': 16, 'to': 17, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 15, 'to': 16, 'term': ['undercooked']}, 'sentiment': 'NEG'}]"
13271,Watch your step when you leave via front door as they have dangerous steps .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['steps']}, 'category': 'Restaurant#General', 'opinion': {'from': 12, 'to': 13, 'term': ['dangerous']}, 'sentiment': 'NEG'}]"
13272,"It 's noted as a gay bar , but I think it 's more of a gay-friendly bar because everyone is welcome .",ACOS,"[{'aspect': {'from': 16, 'to': 18, 'term': ['gay-friendly', 'bar']}, 'category': 'Ambience#General', 'opinion': {'from': 21, 'to': 22, 'term': ['welcome']}, 'sentiment': 'POS'}]"
13273,I cant comment on the quality of the Holiday brunch that I tried to book because they had the most grossly inadequate reservation system I have ever come across .,ACOS,"[{'aspect': {'from': 22, 'to': 24, 'term': ['reservation', 'system']}, 'category': 'Service#General', 'opinion': {'from': 19, 'to': 22, 'term': ['most', 'grossly', 'inadequate']}, 'sentiment': 'NEG'}]"
13274,The carnitas bowl is out of this world .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['carnitas', 'bowl']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
13275,The wife and I had been there a couple times before our wedding on date nights and loved the food .,ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 18, 'term': ['loved']}, 'sentiment': 'POS'}]"
13276,"Get the Benny ( as designed by Ken Oringer ) .The sandwiches themselves are excellent , if not slightly overpriced ( side of coleslaw , really ? ) .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['sandwiches']}, 'category': 'Food#Prices', 'opinion': {'from': 17, 'to': 20, 'term': ['not', 'slightly', 'overpriced']}, 'sentiment': 'NEG'}, {'aspect': {'from': 11, 'to': 12, 'term': ['sandwiches']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['excellent']}, 'sentiment': 'POS'}]"
13277,We 'll definitely be back for those crab rangoons and to try the other delicious looking stuff on the menu !,ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['crab', 'rangoons']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['menu']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['delicious']}, 'sentiment': 'POS'}]"
13278,"The sea bass was so buttery and fresh , and the potato gnocchi was ... TDF .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['sea', 'bass']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'buttery']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['sea', 'bass']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 13, 'term': ['potato', 'gnocchi']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 13, 'term': ['potato', 'gnocchi']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'buttery']}, 'sentiment': 'POS'}]"
